time	HR1	HR2	Resp1	Resp2	Study	Group	Trial	Condition
14.5014583	1.117000948960855	0.4685371679820327	-0.32207392280418573	-0.06336945252696422	1	101	1	Synchronous
14.518125	0.7487302130106066	0.06880615737057785	-0.32207392280418573	-0.7048961055494171	1	101	1	Synchronous
14.5347915	-0.13422973825935774	-0.2673982142797804	-0.32207392280418573	-1.9049404468271605	1	101	1	Synchronous
14.5514584	-0.6610583991815709	-0.03035701280349765	-0.32207392280418573	-2.972779626246255	1	101	1	Synchronous
14.5681249	-0.46005836948733814	0.25769803804433494	-0.32207392280418573	-3.0662517459628496	1	101	1	Synchronous
14.5847919	-0.036156260056354625	0.6266536464076312	-0.32207392280418573	-3.027422873477466	1	101	1	Synchronous
14.601458299999999	0.24053273080952425	0.8101709531601723	-0.32207392280418573	-0.5564542582524052	1	101	1	Synchronous
14.6181251	0.5465881851960053	0.8219165732136187	-0.32207392280418573	-0.9097052497147955	1	101	1	Synchronous
14.6347915	0.6571105176342632	0.311514849386607	-0.32207392280418573	-0.945653286392398	1	101	1	Synchronous
14.6514583	0.49220985526518635	0.4278891741627673	-0.32207392280418573	-0.9959228128792185	1	101	1	Synchronous
14.6681249	0.366641104399673	0.7189658142128261	-0.32207392280418573	-1.209602027007707	1	101	1	Synchronous
14.6847917	0.20605065446703147	0.8246895561994175	-0.32207392280418573	-2.0677318595623198	1	101	1	Synchronous
14.7014584	-0.0020423950608861046	1.143957556236319	-0.32207392280418573	0.42252540844627623	1	101	1	Synchronous
14.7181251	-0.13067523770545972	1.0809537215244704	-0.32207392280418573	0.1916708956390752	1	101	1	Synchronous
14.7347917	-0.08573903532830368	0.05651024014512616	-0.32207392280418573	0.7691024172521738	1	101	1	Synchronous
14.7514583	0.2581176594805093	-0.8424161742427952	-0.32207392280418573	0.536882458412715	1	101	1	Synchronous
14.768125	0.2116607795524827	-1.2735890418730644	-0.32207392280418573	0.7003246490564631	1	101	1	Synchronous
14.7847915	-0.22640320920919887	-1.1391044123055893	0.1841879366481759	0.5178184608097105	1	101	1	Synchronous
14.8014584	-0.48374688869898913	-0.614638800833069	2.556789006291443	1.1525391364718598	1	101	1	Synchronous
14.8181249	-0.13196726439825346	0.19913694265896095	-0.20568270760789267	0.150131420038746	1	101	1	Synchronous
14.8347919	0.38265160540048193	0.7721611100140344	-0.32207392280418573	-2.1799154348309786	1	101	1	Synchronous
14.851458299999999	1.014480935959626	1.6953319243534568	1.9217392100980621	-0.3468372407459693	1	101	1	Synchronous
14.8681251	1.3825513546644141	2.1550611205201746	1.197720963439452	1.1091042720400206	1	101	1	Synchronous
14.8847915	1.411455687193018	2.487997636575096	-0.32207392280418573	1.1796997464239454	1	101	1	Synchronous
14.9014583	1.101616509139331	1.945658788274466	-0.32207392280418573	0.6230148165391356	1	101	1	Synchronous
14.9181249	0.9048576025305709	0.5255174203088425	-0.32207392280418573	0.32065876804197246	1	101	1	Synchronous
14.9347917	0.819888141014182	-0.13251881266451768	-0.32207392280418573	-0.026259593723123507	1	101	1	Synchronous
14.9514584	0.8439456392323117	0.3581106738143756	-0.32207392280418573	-1.385268918378765	1	101	1	Synchronous
14.9681251	1.190438071844211	1.0060875680764076	-0.07728566730125737	-1.077450786673637	1	101	1	Synchronous
14.9847917	1.599105435047424	1.573716980535048	2.352431428615531	-2.0370520163808683	1	101	1	Synchronous
15.0014583	1.770290422907799	2.0667864639086804	-0.31632182224478755	1.04482926496595	1	101	1	Synchronous
15.018125	0.9425226462081141	2.122132934676723	-0.32207392280418573	0.89642520208041	1	101	1	Synchronous
15.0347915	-0.7400316029065679	0.02195593566393149	-0.32207392280418573	0.389580615775292	1	101	1	Synchronous
15.0514584	-1.9537250408123528	-2.3794318287097047	-0.32207392280418573	0.08583452103753487	1	101	1	Synchronous
